6/25/2016 5:39:50 PM,1.867188,"https://www.amazon.com/s?field-price=0-0&sort=review-rank&lo=digital-text&rh=n:157060011,p_n_feature_eight_browse-bin:7588923011,p_20:English&page=1"
6/25/2016 5:39:52 PM,0.8164063,"https://www.amazon.com/gp/product/B00L6FFU3U"
6/25/2016 5:39:53 PM,0.9101563,"https://www.amazon.com/gp/product/B01CPM6GW6"
6/25/2016 5:39:54 PM,0.9570313,"https://www.amazon.com/gp/product/B00ACYPGRG"
6/25/2016 5:39:55 PM,1.210938,"https://www.amazon.com/gp/product/B01DDS14KK"
6/25/2016 5:39:57 PM,1.554688,"https://www.amazon.com/s?field-price=0-0&sort=review-rank&lo=digital-text&rh=n:157060011,p_n_feature_eight_browse-bin:7588923011,p_20:English&page=2"
6/25/2016 5:39:58 PM,0.9335938,"https://www.amazon.com/gp/product/B007GOA6Z2"
6/25/2016 5:40:00 PM,1.039063,"https://www.amazon.com/gp/product/B00853M6EM"
6/25/2016 5:40:01 PM,1.402344,"https://www.amazon.com/s?field-price=0-0&sort=review-rank&lo=digital-text&rh=n:157060011,p_n_feature_eight_browse-bin:7588923011,p_20:English&page=3"
6/25/2016 5:40:03 PM,1.328125,"https://www.amazon.com/s?field-price=0-0&sort=review-rank&lo=digital-text&rh=n:157060011,p_n_feature_eight_browse-bin:7588923011,p_20:English&page=4"
6/25/2016 5:40:04 PM,0.7929688,"https://www.amazon.com/gp/product/B00NF6ADDA"
6/25/2016 5:40:05 PM,0.921875,"https://www.amazon.com/gp/product/B00W83FF2K"
6/25/2016 5:40:07 PM,0.859375,"https://www.amazon.com/gp/product/B00L0UVH5G"
6/25/2016 5:40:08 PM,0.8671875,"https://www.amazon.com/gp/product/B01H5W528K"
6/25/2016 5:40:09 PM,1.167969,"https://www.amazon.com/gp/product/B00TM7AGCY"
6/25/2016 5:40:10 PM,0.9140625,"https://www.amazon.com/gp/product/B01F4YB514"
6/25/2016 5:47:39 PM,1.054688,"https://www.amazon.com/dp/B00L6FFU3U"
6/25/2016 6:01:52 PM,1.324219,"https://www.amazon.com/dp/B00L6FFU3U"
6/25/2016 6:03:45 PM,1.023438,"https://www.amazon.com/dp/B00L6FFU3U"
6/25/2016 6:04:08 PM,0.3554688,"http://finance.yahoo.com/q/ks?s=MMM"
6/25/2016 6:11:02 PM,1.707031,"https://www.amazon.com/s?field-price=0-0&sort=review-rank&lo=digital-text&rh=n:157060011,p_n_feature_eight_browse-bin:7588923011,p_20:English&page=1"
